Bet_Type,User_ID,Bet_Amount,Odds,Payout,Profit,ROI,Overall_Result,Parlay_Details
Parlay,112,70.51,44.13,0,-70.51,-1,Loss,"[{'Pick_ID': 9120, 'User_ID': 112, 'Player_ID': 28, 'Stat_Type': 'Rushing Yards', 'User_Pick': 'Under', 'Projection': 217.44, 'Actual_Stat': 188.25, 'Result': 'Win', 'Single_Odds': 2.19}, {'Pick_ID': 9121, 'User_ID': 112, 'Player_ID': 57, 'Stat_Type': 'Receiving Yards', 'User_Pick': 'Under', 'Projection': 234.13, 'Actual_Stat': 258.21, 'Result': 'Loss', 'Single_Odds': 2.72}, {'Pick_ID': 9122, 'User_ID': 112, 'Player_ID': 244, 'Stat_Type': 'Receiving Yards', 'User_Pick': 'Over', 'Projection': 326.96, 'Actual_Stat': 265.16, 'Result': 'Loss', 'Single_Odds': 2.52}, {'Pick_ID': 9123, 'User_ID': 112, 'Player_ID': 262, 'Stat_Type': 'Receiving Touchdowns', 'User_Pick': 'Under', 'Projection': 3.72, 'Actual_Stat': 4.18, 'Result': 'Loss', 'Single_Odds': 2.94}]"
Single,18,54.33,1.82,0,-54.33,-1,Loss,"[{'Pick_ID': 9124, 'User_ID': 18, 'Player_ID': 13, 'Stat_Type': 'Passing Touchdowns', 'User_Pick': 'Over', 'Projection': 2.75, 'Actual_Stat': 2.24, 'Result': 'Loss', 'Single_Odds': 1.82}]"
Single,13,169.6,1.94,0,-169.6,-1,Loss,"[{'Pick_ID': 9125, 'User_ID': 13, 'Player_ID': 186, 'Stat_Type': 'Receiving Yards', 'User_Pick': 'Under', 'Projection': 388.32, 'Actual_Stat': 423.94, 'Result': 'Loss', 'Single_Odds': 1.94}]"
Single,87,96.15,2.07,0,-96.15,-1,Loss,"[{'Pick_ID': 9126, 'User_ID': 87, 'Player_ID': 229, 'Stat_Type': 'Passing Yards', 'User_Pick': 'Over', 'Projection': 368.64, 'Actual_Stat': 300.66, 'Result': 'Loss', 'Single_Odds': 2.07}]"
Parlay,31,17.46,15.65,0,-17.46,-1,Loss,"[{'Pick_ID': 9127, 'User_ID': 31, 'Player_ID': 185, 'Stat_Type': 'Passing Yards', 'User_Pick': 'Over', 'Projection': 319.58, 'Actual_Stat': 338.99, 'Result': 'Win', 'Single_Odds': 1.57}, {'Pick_ID': 9128, 'User_ID': 31, 'Player_ID': 220, 'Stat_Type': 'Rushing Yards', 'User_Pick': 'Under', 'Projection': 283.19, 'Actual_Stat': 291.99, 'Result': 'Loss', 'Single_Odds': 2.81}, {'Pick_ID': 9129, 'User_ID': 31, 'Player_ID': 170, 'Stat_Type': 'Receiving Touchdowns', 'User_Pick': 'Under', 'Projection': 3.12, 'Actual_Stat': 3.32, 'Result': 'Loss', 'Single_Odds': 1.51}, {'Pick_ID': 9130, 'User_ID': 31, 'Player_ID': 192, 'Stat_Type': 'Receiving Touchdowns', 'User_Pick': 'Under', 'Projection': 4.44, 'Actual_Stat': 4.43, 'Result': 'Win', 'Single_Odds': 2.35}]"
Parlay,9,186.82,4.37,0,-186.82,-1,Loss,"[{'Pick_ID': 9131, 'User_ID': 9, 'Player_ID': 76, 'Stat_Type': 'Field Goals Made', 'User_Pick': 'Under', 'Projection': 3.57, 'Actual_Stat': 3.84, 'Result': 'Loss', 'Single_Odds': 1.68}, {'Pick_ID': 9132, 'User_ID': 9, 'Player_ID': 88, 'Stat_Type': 'Field Goals Made', 'User_Pick': 'Over', 'Projection': 3.8, 'Actual_Stat': 3.46, 'Result': 'Loss', 'Single_Odds': 2.6}]"
Single,112,110.68,2.85,0,-110.68,-1,Loss,"[{'Pick_ID': 9133, 'User_ID': 112, 'Player_ID': 10, 'Stat_Type': 'Rushing Yards', 'User_Pick': 'Under', 'Projection': 206.16, 'Actual_Stat': 242.55, 'Result': 'Loss', 'Single_Odds': 2.85}]"
Single,200,99.18,2.77,274.73,175.55,1.77,Win,"[{'Pick_ID': 9134, 'User_ID': 200, 'Player_ID': 53, 'Stat_Type': 'Passing Yards', 'User_Pick': 'Under', 'Projection': 202.84, 'Actual_Stat': 178.52, 'Result': 'Win', 'Single_Odds': 2.77}]"
Single,145,31.18,2.68,83.56,52.38,1.68,Win,"[{'Pick_ID': 9135, 'User_ID': 145, 'Player_ID': 156, 'Stat_Type': 'Rushing Touchdowns', 'User_Pick': 'Over', 'Projection': 1.09, 'Actual_Stat': 1.16, 'Result': 'Win', 'Single_Odds': 2.68}]"
Single,115,145.67,2.95,429.73,284.06,1.95,Win,"[{'Pick_ID': 9136, 'User_ID': 115, 'Player_ID': 290, 'Stat_Type': 'Receiving Touchdowns', 'User_Pick': 'Over', 'Projection': 3.09, 'Actual_Stat': 3.63, 'Result': 'Win', 'Single_Odds': 2.95}]"
Single,1,13.26,2.01,0,-13.26,-1,Loss,"[{'Pick_ID': 9137, 'User_ID': 1, 'Player_ID': 185, 'Stat_Type': 'Passing Yards', 'User_Pick': 'Under', 'Projection': 319.58, 'Actual_Stat': 338.99, 'Result': 'Loss', 'Single_Odds': 2.01}]"
Single,2,167.09,2.48,414.38,247.29,1.48,Win,"[{'Pick_ID': 9138, 'User_ID': 2, 'Player_ID': 66, 'Stat_Type': 'Passing Touchdowns', 'User_Pick': 'Under', 'Projection': 2.64, 'Actual_Stat': 2.36, 'Result': 'Win', 'Single_Odds': 2.48}]"
Single,164,131.62,2.56,0,-131.62,-1,Loss,"[{'Pick_ID': 9139, 'User_ID': 164, 'Player_ID': 177, 'Stat_Type': 'Receiving Touchdowns', 'User_Pick': 'Under', 'Projection': 3.74, 'Actual_Stat': 4.32, 'Result': 'Loss', 'Single_Odds': 2.56}]"
Parlay,133,154.27,8.07,0,-154.27,-1,Loss,"[{'Pick_ID': 9140, 'User_ID': 133, 'Player_ID': 23, 'Stat_Type': 'Rushing Touchdowns', 'User_Pick': 'Under', 'Projection': 4.95, 'Actual_Stat': 4.26, 'Result': 'Win', 'Single_Odds': 1.92}, {'Pick_ID': 9141, 'User_ID': 133, 'Player_ID': 85, 'Stat_Type': 'Passing Yards', 'User_Pick': 'Over', 'Projection': 391.32, 'Actual_Stat': 316.31, 'Result': 'Loss', 'Single_Odds': 2.03}, {'Pick_ID': 9142, 'User_ID': 133, 'Player_ID': 101, 'Stat_Type': 'Receiving Touchdowns', 'User_Pick': 'Under', 'Projection': 1.24, 'Actual_Stat': 1.39, 'Result': 'Loss', 'Single_Odds': 2.07}]"
Single,101,129.34,2.08,269.03,139.69,1.08,Win,"[{'Pick_ID': 9143, 'User_ID': 101, 'Player_ID': 257, 'Stat_Type': 'Field Goals Made', 'User_Pick': 'Over', 'Projection': 2.48, 'Actual_Stat': 2.94, 'Result': 'Win', 'Single_Odds': 2.08}]"
Single,196,110.03,2.7,0,-110.03,-1,Loss,"[{'Pick_ID': 9144, 'User_ID': 196, 'Player_ID': 33, 'Stat_Type': 'Field Goals Made', 'User_Pick': 'Over', 'Projection': 1.18, 'Actual_Stat': 0.94, 'Result': 'Loss', 'Single_Odds': 2.7}]"
Single,198,127.35,2.18,0,-127.35,-1,Loss,"[{'Pick_ID': 9145, 'User_ID': 198, 'Player_ID': 150, 'Stat_Type': 'Field Goals Made', 'User_Pick': 'Over', 'Projection': 2.25, 'Actual_Stat': 2.02, 'Result': 'Loss', 'Single_Odds': 2.18}]"
Single,153,18.41,2.31,0,-18.41,-1,Loss,"[{'Pick_ID': 9146, 'User_ID': 153, 'Player_ID': 178, 'Stat_Type': 'Rushing Yards', 'User_Pick': 'Under', 'Projection': 244.46, 'Actual_Stat': 289.81, 'Result': 'Loss', 'Single_Odds': 2.31}]"
Single,47,14.42,2.53,0,-14.42,-1,Loss,"[{'Pick_ID': 9147, 'User_ID': 47, 'Player_ID': 96, 'Stat_Type': 'Field Goals Made', 'User_Pick': 'Over', 'Projection': 2.07, 'Actual_Stat': 1.98, 'Result': 'Loss', 'Single_Odds': 2.53}]"
Parlay,27,68.37,6.38,0,-68.37,-1,Loss,"[{'Pick_ID': 9148, 'User_ID': 27, 'Player_ID': 35, 'Stat_Type': 'Receiving Yards', 'User_Pick': 'Over', 'Projection': 275.09, 'Actual_Stat': 255.54, 'Result': 'Loss', 'Single_Odds': 2.94}, {'Pick_ID': 9149, 'User_ID': 27, 'Player_ID': 291, 'Stat_Type': 'Receiving Yards', 'User_Pick': 'Under', 'Projection': 309.47, 'Actual_Stat': 285.74, 'Result': 'Win', 'Single_Odds': 2.17}]"
Single,170,174.32,1.82,317.26,142.94,0.82,Win,"[{'Pick_ID': 9150, 'User_ID': 170, 'Player_ID': 270, 'Stat_Type': 'Receiving Yards', 'User_Pick': 'Over', 'Projection': 224.45, 'Actual_Stat': 224.98, 'Result': 'Win', 'Single_Odds': 1.82}]"
Parlay,52,87.76,35.76,3138.52,3050.76,34.763,Win,"[{'Pick_ID': 9151, 'User_ID': 52, 'Player_ID': 178, 'Stat_Type': 'Rushing Yards', 'User_Pick': 'Over', 'Projection': 244.46, 'Actual_Stat': 289.81, 'Result': 'Win', 'Single_Odds': 2.5}, {'Pick_ID': 9152, 'User_ID': 52, 'Player_ID': 223, 'Stat_Type': 'Passing Yards', 'User_Pick': 'Under', 'Projection': 141.48, 'Actual_Stat': 118.35, 'Result': 'Win', 'Single_Odds': 2.97}, {'Pick_ID': 9153, 'User_ID': 52, 'Player_ID': 284, 'Stat_Type': 'Receiving Yards', 'User_Pick': 'Under', 'Projection': 94.97, 'Actual_Stat': 83.76, 'Result': 'Win', 'Single_Odds': 2.85}, {'Pick_ID': 9154, 'User_ID': 52, 'Player_ID': 170, 'Stat_Type': 'Receiving Touchdowns', 'User_Pick': 'Over', 'Projection': 3.12, 'Actual_Stat': 3.32, 'Result': 'Win', 'Single_Odds': 1.69}]"
Parlay,30,96.09,5.83,0,-96.09,-1,Loss,"[{'Pick_ID': 9155, 'User_ID': 30, 'Player_ID': 240, 'Stat_Type': 'Rushing Yards', 'User_Pick': 'Over', 'Projection': 296.38, 'Actual_Stat': 350.74, 'Result': 'Win', 'Single_Odds': 2.19}, {'Pick_ID': 9156, 'User_ID': 30, 'Player_ID': 188, 'Stat_Type': 'Rushing Touchdowns', 'User_Pick': 'Under', 'Projection': 3.81, 'Actual_Stat': 4.04, 'Result': 'Loss', 'Single_Odds': 2.66}]"
Single,25,55.83,2.6,0,-55.83,-1,Loss,"[{'Pick_ID': 9157, 'User_ID': 25, 'Player_ID': 146, 'Stat_Type': 'Receiving Yards', 'User_Pick': 'Under', 'Projection': 246.28, 'Actual_Stat': 254.51, 'Result': 'Loss', 'Single_Odds': 2.6}]"
Single,170,131.36,1.92,0,-131.36,-1,Loss,"[{'Pick_ID': 9158, 'User_ID': 170, 'Player_ID': 89, 'Stat_Type': 'Rushing Touchdowns', 'User_Pick': 'Over', 'Projection': 2.51, 'Actual_Stat': 2.05, 'Result': 'Loss', 'Single_Odds': 1.92}]"
Parlay,32,139.65,3.1,0,-139.65,-1,Loss,"[{'Pick_ID': 9159, 'User_ID': 32, 'Player_ID': 211, 'Stat_Type': 'Rushing Yards', 'User_Pick': 'Under', 'Projection': 216.31, 'Actual_Stat': 253.83, 'Result': 'Loss', 'Single_Odds': 1.59}, {'Pick_ID': 9160, 'User_ID': 32, 'Player_ID': 78, 'Stat_Type': 'Receiving Yards', 'User_Pick': 'Under', 'Projection': 247.03, 'Actual_Stat': 270.21, 'Result': 'Loss', 'Single_Odds': 1.95}]"
Single,131,180.4,2.79,0,-180.4,-1,Loss,"[{'Pick_ID': 9161, 'User_ID': 131, 'Player_ID': 278, 'Stat_Type': 'Field Goals Made', 'User_Pick': 'Under', 'Projection': 1.11, 'Actual_Stat': 1.19, 'Result': 'Loss', 'Single_Odds': 2.79}]"
Single,138,66.62,2.56,170.55,103.93,1.56,Win,"[{'Pick_ID': 9162, 'User_ID': 138, 'Player_ID': 81, 'Stat_Type': 'Rushing Touchdowns', 'User_Pick': 'Over', 'Projection': 4.56, 'Actual_Stat': 5.16, 'Result': 'Win', 'Single_Odds': 2.56}]"
Single,192,134.67,2.26,0,-134.67,-1,Loss,"[{'Pick_ID': 9163, 'User_ID': 192, 'Player_ID': 227, 'Stat_Type': 'Passing Touchdowns', 'User_Pick': 'Under', 'Projection': 4.51, 'Actual_Stat': 4.88, 'Result': 'Loss', 'Single_Odds': 2.26}]"
Single,122,171.78,1.82,0,-171.78,-1,Loss,"[{'Pick_ID': 9164, 'User_ID': 122, 'Player_ID': 82, 'Stat_Type': 'Passing Yards', 'User_Pick': 'Under', 'Projection': 372.66, 'Actual_Stat': 375.82, 'Result': 'Loss', 'Single_Odds': 1.82}]"
Single,113,120.86,3,0,-120.86,-1,Loss,"[{'Pick_ID': 9165, 'User_ID': 113, 'Player_ID': 39, 'Stat_Type': 'Receiving Touchdowns', 'User_Pick': 'Under', 'Projection': 2.24, 'Actual_Stat': 2.6, 'Result': 'Loss', 'Single_Odds': 3.0}]"
Single,51,199.1,1.55,308.61,109.51,0.55,Win,"[{'Pick_ID': 9166, 'User_ID': 51, 'Player_ID': 26, 'Stat_Type': 'Receiving Yards', 'User_Pick': 'Under', 'Projection': 264.51, 'Actual_Stat': 263.86, 'Result': 'Win', 'Single_Odds': 1.55}]"
Single,109,138.38,1.69,233.86,95.48,0.69,Win,"[{'Pick_ID': 9167, 'User_ID': 109, 'Player_ID': 25, 'Stat_Type': 'Receiving Touchdowns', 'User_Pick': 'Under', 'Projection': 1.39, 'Actual_Stat': 1.29, 'Result': 'Win', 'Single_Odds': 1.69}]"
Single,89,116.76,1.54,179.81,63.05,0.54,Win,"[{'Pick_ID': 9168, 'User_ID': 89, 'Player_ID': 203, 'Stat_Type': 'Receiving Yards', 'User_Pick': 'Under', 'Projection': 200.04, 'Actual_Stat': 191.62, 'Result': 'Win', 'Single_Odds': 1.54}]"
Single,163,131.46,2.72,357.57,226.11,1.72,Win,"[{'Pick_ID': 9169, 'User_ID': 163, 'Player_ID': 226, 'Stat_Type': 'Receiving Touchdowns', 'User_Pick': 'Under', 'Projection': 1.29, 'Actual_Stat': 1.21, 'Result': 'Win', 'Single_Odds': 2.72}]"
Single,175,92.23,1.63,0,-92.23,-1,Loss,"[{'Pick_ID': 9170, 'User_ID': 175, 'Player_ID': 159, 'Stat_Type': 'Rushing Touchdowns', 'User_Pick': 'Over', 'Projection': 1.89, 'Actual_Stat': 1.66, 'Result': 'Loss', 'Single_Odds': 1.63}]"
Single,177,17.8,2.63,46.81,29.01,1.63,Win,"[{'Pick_ID': 9171, 'User_ID': 177, 'Player_ID': 281, 'Stat_Type': 'Passing Yards', 'User_Pick': 'Over', 'Projection': 73.76, 'Actual_Stat': 75.13, 'Result': 'Win', 'Single_Odds': 2.63}]"
Single,6,249.67,2.76,689.09,439.42,1.76,Win,"[{'Pick_ID': 9172, 'User_ID': 6, 'Player_ID': 273, 'Stat_Type': 'Passing Touchdowns', 'User_Pick': 'Under', 'Projection': 1.33, 'Actual_Stat': 1.09, 'Result': 'Win', 'Single_Odds': 2.76}]"
Single,113,163.92,2.08,340.95,177.03,1.08,Win,"[{'Pick_ID': 9173, 'User_ID': 113, 'Player_ID': 5, 'Stat_Type': 'Passing Yards', 'User_Pick': 'Over', 'Projection': 90.07, 'Actual_Stat': 99.19, 'Result': 'Win', 'Single_Odds': 2.08}]"
Single,108,17.08,2.38,40.65,23.57,1.38,Win,"[{'Pick_ID': 9174, 'User_ID': 108, 'Player_ID': 232, 'Stat_Type': 'Receiving Touchdowns', 'User_Pick': 'Over', 'Projection': 2.12, 'Actual_Stat': 2.23, 'Result': 'Win', 'Single_Odds': 2.38}]"
Single,191,92.89,1.84,0,-92.89,-1,Loss,"[{'Pick_ID': 9175, 'User_ID': 191, 'Player_ID': 101, 'Stat_Type': 'Receiving Touchdowns', 'User_Pick': 'Under', 'Projection': 1.24, 'Actual_Stat': 1.39, 'Result': 'Loss', 'Single_Odds': 1.84}]"
Single,156,10.65,2.01,21.41,10.76,1.01,Win,"[{'Pick_ID': 9176, 'User_ID': 156, 'Player_ID': 148, 'Stat_Type': 'Rushing Yards', 'User_Pick': 'Over', 'Projection': 87.38, 'Actual_Stat': 94.73, 'Result': 'Win', 'Single_Odds': 2.01}]"
Parlay,141,83.36,16.16,0,-83.36,-1,Loss,"[{'Pick_ID': 9177, 'User_ID': 141, 'Player_ID': 108, 'Stat_Type': 'Rushing Touchdowns', 'User_Pick': 'Under', 'Projection': 3.54, 'Actual_Stat': 3.45, 'Result': 'Win', 'Single_Odds': 1.56}, {'Pick_ID': 9178, 'User_ID': 141, 'Player_ID': 157, 'Stat_Type': 'Rushing Touchdowns', 'User_Pick': 'Over', 'Projection': 2.43, 'Actual_Stat': 2.26, 'Result': 'Loss', 'Single_Odds': 2.32}, {'Pick_ID': 9179, 'User_ID': 141, 'Player_ID': 36, 'Stat_Type': 'Field Goals Made', 'User_Pick': 'Under', 'Projection': 2.68, 'Actual_Stat': 2.33, 'Result': 'Win', 'Single_Odds': 1.54}, {'Pick_ID': 9180, 'User_ID': 141, 'Player_ID': 287, 'Stat_Type': 'Rushing Touchdowns', 'User_Pick': 'Over', 'Projection': 2.41, 'Actual_Stat': 2.63, 'Result': 'Win', 'Single_Odds': 2.9}]"
Single,91,378.16,2.09,790.35,412.19,1.09,Win,"[{'Pick_ID': 9181, 'User_ID': 91, 'Player_ID': 223, 'Stat_Type': 'Passing Yards', 'User_Pick': 'Under', 'Projection': 141.48, 'Actual_Stat': 118.35, 'Result': 'Win', 'Single_Odds': 2.09}]"
Single,93,480.91,1.66,798.31,317.4,0.66,Win,"[{'Pick_ID': 9182, 'User_ID': 93, 'Player_ID': 194, 'Stat_Type': 'Field Goals Made', 'User_Pick': 'Over', 'Projection': 1.9, 'Actual_Stat': 2.07, 'Result': 'Win', 'Single_Odds': 1.66}]"
Single,21,33.04,2.77,91.52,58.48,1.77,Win,"[{'Pick_ID': 9183, 'User_ID': 21, 'Player_ID': 279, 'Stat_Type': 'Field Goals Made', 'User_Pick': 'Under', 'Projection': 4.43, 'Actual_Stat': 4.32, 'Result': 'Win', 'Single_Odds': 2.77}]"
Parlay,146,11.39,2.73,0,-11.39,-1,Loss,"[{'Pick_ID': 9184, 'User_ID': 146, 'Player_ID': 90, 'Stat_Type': 'Receiving Touchdowns', 'User_Pick': 'Over', 'Projection': 1.37, 'Actual_Stat': 1.4, 'Result': 'Win', 'Single_Odds': 1.5}, {'Pick_ID': 9185, 'User_ID': 146, 'Player_ID': 141, 'Stat_Type': 'Passing Touchdowns', 'User_Pick': 'Under', 'Projection': 2.49, 'Actual_Stat': 2.96, 'Result': 'Loss', 'Single_Odds': 1.82}]"
Single,75,65.23,2.5,0,-65.23,-1,Loss,"[{'Pick_ID': 9186, 'User_ID': 75, 'Player_ID': 69, 'Stat_Type': 'Field Goals Made', 'User_Pick': 'Under', 'Projection': 3.77, 'Actual_Stat': 4.02, 'Result': 'Loss', 'Single_Odds': 2.5}]"
Parlay,18,107.78,26.79,0,-107.78,-1,Loss,"[{'Pick_ID': 9187, 'User_ID': 18, 'Player_ID': 174, 'Stat_Type': 'Receiving Touchdowns', 'User_Pick': 'Over', 'Projection': 2.93, 'Actual_Stat': 2.85, 'Result': 'Loss', 'Single_Odds': 2.75}, {'Pick_ID': 9188, 'User_ID': 18, 'Player_ID': 152, 'Stat_Type': 'Receiving Yards', 'User_Pick': 'Over', 'Projection': 106.31, 'Actual_Stat': 95.59, 'Result': 'Loss', 'Single_Odds': 2.34}, {'Pick_ID': 9189, 'User_ID': 18, 'Player_ID': 56, 'Stat_Type': 'Field Goals Made', 'User_Pick': 'Under', 'Projection': 4.35, 'Actual_Stat': 5.21, 'Result': 'Loss', 'Single_Odds': 1.85}, {'Pick_ID': 9190, 'User_ID': 18, 'Player_ID': 20, 'Stat_Type': 'Receiving Yards', 'User_Pick': 'Over', 'Projection': 233.93, 'Actual_Stat': 206.12, 'Result': 'Loss', 'Single_Odds': 2.25}]"
Single,62,178.18,1.93,0,-178.18,-1,Loss,"[{'Pick_ID': 9191, 'User_ID': 62, 'Player_ID': 233, 'Stat_Type': 'Receiving Yards', 'User_Pick': 'Over', 'Projection': 346.34, 'Actual_Stat': 330.78, 'Result': 'Loss', 'Single_Odds': 1.93}]"
Single,39,132.29,2.85,0,-132.29,-1,Loss,"[{'Pick_ID': 9192, 'User_ID': 39, 'Player_ID': 286, 'Stat_Type': 'Field Goals Made', 'User_Pick': 'Under', 'Projection': 3.06, 'Actual_Stat': 3.58, 'Result': 'Loss', 'Single_Odds': 2.85}]"
Single,171,50.5,2.47,124.74,74.24,1.47,Win,"[{'Pick_ID': 9193, 'User_ID': 171, 'Player_ID': 152, 'Stat_Type': 'Receiving Yards', 'User_Pick': 'Under', 'Projection': 106.31, 'Actual_Stat': 95.59, 'Result': 'Win', 'Single_Odds': 2.47}]"
Parlay,159,131.36,13.07,0,-131.36,-1,Loss,"[{'Pick_ID': 9194, 'User_ID': 159, 'Player_ID': 252, 'Stat_Type': 'Receiving Touchdowns', 'User_Pick': 'Under', 'Projection': 3.69, 'Actual_Stat': 4.13, 'Result': 'Loss', 'Single_Odds': 1.64}, {'Pick_ID': 9195, 'User_ID': 159, 'Player_ID': 30, 'Stat_Type': 'Passing Touchdowns', 'User_Pick': 'Over', 'Projection': 2.78, 'Actual_Stat': 3.23, 'Result': 'Win', 'Single_Odds': 2.72}, {'Pick_ID': 9196, 'User_ID': 159, 'Player_ID': 169, 'Stat_Type': 'Receiving Yards', 'User_Pick': 'Over', 'Projection': 283.77, 'Actual_Stat': 323.56, 'Result': 'Win', 'Single_Odds': 1.61}, {'Pick_ID': 9197, 'User_ID': 159, 'Player_ID': 167, 'Stat_Type': 'Rushing Yards', 'User_Pick': 'Under', 'Projection': 290.13, 'Actual_Stat': 257.02, 'Result': 'Win', 'Single_Odds': 1.82}]"
Single,168,82.33,1.75,0,-82.33,-1,Loss,"[{'Pick_ID': 9198, 'User_ID': 168, 'Player_ID': 36, 'Stat_Type': 'Field Goals Made', 'User_Pick': 'Over', 'Projection': 2.68, 'Actual_Stat': 2.33, 'Result': 'Loss', 'Single_Odds': 1.75}]"
Single,2,189.1,2.09,395.22,206.12,1.09,Win,"[{'Pick_ID': 9199, 'User_ID': 2, 'Player_ID': 48, 'Stat_Type': 'Passing Touchdowns', 'User_Pick': 'Under', 'Projection': 1.2, 'Actual_Stat': 1.14, 'Result': 'Win', 'Single_Odds': 2.09}]"
Parlay,94,616.35,3.06,0,-616.35,-1,Loss,"[{'Pick_ID': 9200, 'User_ID': 94, 'Player_ID': 159, 'Stat_Type': 'Rushing Touchdowns', 'User_Pick': 'Over', 'Projection': 1.89, 'Actual_Stat': 1.66, 'Result': 'Loss', 'Single_Odds': 1.78}, {'Pick_ID': 9201, 'User_ID': 94, 'Player_ID': 282, 'Stat_Type': 'Receiving Yards', 'User_Pick': 'Under', 'Projection': 103.5, 'Actual_Stat': 83.79, 'Result': 'Win', 'Single_Odds': 1.72}]"
Single,86,33.19,2.18,0,-33.19,-1,Loss,"[{'Pick_ID': 9202, 'User_ID': 86, 'Player_ID': 164, 'Stat_Type': 'Receiving Yards', 'User_Pick': 'Over', 'Projection': 385.59, 'Actual_Stat': 369.53, 'Result': 'Loss', 'Single_Odds': 2.18}]"
Single,138,69.75,1.57,0,-69.75,-1,Loss,"[{'Pick_ID': 9203, 'User_ID': 138, 'Player_ID': 291, 'Stat_Type': 'Receiving Yards', 'User_Pick': 'Over', 'Projection': 309.47, 'Actual_Stat': 285.74, 'Result': 'Loss', 'Single_Odds': 1.57}]"
Parlay,190,163.62,18.56,0,-163.62,-1,Loss,"[{'Pick_ID': 9204, 'User_ID': 190, 'Player_ID': 264, 'Stat_Type': 'Rushing Yards', 'User_Pick': 'Under', 'Projection': 269.93, 'Actual_Stat': 293.47, 'Result': 'Loss', 'Single_Odds': 2.64}, {'Pick_ID': 9205, 'User_ID': 190, 'Player_ID': 218, 'Stat_Type': 'Rushing Touchdowns', 'User_Pick': 'Over', 'Projection': 3.84, 'Actual_Stat': 4.0, 'Result': 'Win', 'Single_Odds': 1.58}, {'Pick_ID': 9206, 'User_ID': 190, 'Player_ID': 240, 'Stat_Type': 'Rushing Yards', 'User_Pick': 'Under', 'Projection': 296.38, 'Actual_Stat': 350.74, 'Result': 'Loss', 'Single_Odds': 2.5}, {'Pick_ID': 9207, 'User_ID': 190, 'Player_ID': 260, 'Stat_Type': 'Receiving Yards', 'User_Pick': 'Under', 'Projection': 75.86, 'Actual_Stat': 83.95, 'Result': 'Loss', 'Single_Odds': 1.78}]"
Single,102,633.81,1.64,1039.45,405.64,0.64,Win,"[{'Pick_ID': 9208, 'User_ID': 102, 'Player_ID': 106, 'Stat_Type': 'Rushing Yards', 'User_Pick': 'Under', 'Projection': 106.94, 'Actual_Stat': 98.41, 'Result': 'Win', 'Single_Odds': 1.64}]"
Single,186,152.85,2.38,363.78,210.93,1.38,Win,"[{'Pick_ID': 9209, 'User_ID': 186, 'Player_ID': 190, 'Stat_Type': 'Receiving Yards', 'User_Pick': 'Under', 'Projection': 321.87, 'Actual_Stat': 285.04, 'Result': 'Win', 'Single_Odds': 2.38}]"
Single,125,106.74,1.76,0,-106.74,-1,Loss,"[{'Pick_ID': 9210, 'User_ID': 125, 'Player_ID': 83, 'Stat_Type': 'Receiving Touchdowns', 'User_Pick': 'Under', 'Projection': 1.09, 'Actual_Stat': 1.15, 'Result': 'Loss', 'Single_Odds': 1.76}]"
Single,195,156.19,2.71,423.27,267.08,1.71,Win,"[{'Pick_ID': 9211, 'User_ID': 195, 'Player_ID': 125, 'Stat_Type': 'Passing Touchdowns', 'User_Pick': 'Under', 'Projection': 4.94, 'Actual_Stat': 4.49, 'Result': 'Win', 'Single_Odds': 2.71}]"
Single,135,131.1,2.03,266.13,135.03,1.03,Win,"[{'Pick_ID': 9212, 'User_ID': 135, 'Player_ID': 232, 'Stat_Type': 'Receiving Touchdowns', 'User_Pick': 'Over', 'Projection': 2.12, 'Actual_Stat': 2.23, 'Result': 'Win', 'Single_Odds': 2.03}]"
Parlay,137,193.99,9.07,0,-193.99,-1,Loss,"[{'Pick_ID': 9213, 'User_ID': 137, 'Player_ID': 277, 'Stat_Type': 'Receiving Touchdowns', 'User_Pick': 'Over', 'Projection': 1.25, 'Actual_Stat': 1.34, 'Result': 'Win', 'Single_Odds': 2.09}, {'Pick_ID': 9214, 'User_ID': 137, 'Player_ID': 61, 'Stat_Type': 'Rushing Touchdowns', 'User_Pick': 'Over', 'Projection': 1.97, 'Actual_Stat': 1.62, 'Result': 'Loss', 'Single_Odds': 2.16}, {'Pick_ID': 9215, 'User_ID': 137, 'Player_ID': 177, 'Stat_Type': 'Receiving Touchdowns', 'User_Pick': 'Under', 'Projection': 3.74, 'Actual_Stat': 4.32, 'Result': 'Loss', 'Single_Odds': 2.01}]"
Parlay,139,34.26,4.02,0,-34.26,-1,Loss,"[{'Pick_ID': 9216, 'User_ID': 139, 'Player_ID': 210, 'Stat_Type': 'Field Goals Made', 'User_Pick': 'Under', 'Projection': 4.58, 'Actual_Stat': 5.28, 'Result': 'Loss', 'Single_Odds': 2.3}, {'Pick_ID': 9217, 'User_ID': 139, 'Player_ID': 224, 'Stat_Type': 'Field Goals Made', 'User_Pick': 'Over', 'Projection': 1.59, 'Actual_Stat': 1.71, 'Result': 'Win', 'Single_Odds': 1.75}]"
